,name,year,engine,transmission,fuel,ownership,distance_travelled,Price
298, Hyundai Verna,2020,SX (O) 1.5 CRDI,Manual,Diesel,1st Owner,87893,1349000
299, Toyota Glanza,2019,V,Manual,Petrol,2nd Owner,35540,738000
300, Maruti Vitara Brezza,2017,ZDI PLUS,Manual,Diesel,2nd Owner,121129,809000
301, Hyundai Elite i20,2017,SPORTZ 1.2,Manual,Petrol,1st Owner,66561,632000
302, Hyundai Grand i10,2019,MAGNA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,38471,554000
303, Maruti Baleno,2017,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,55973,661000
304, Maruti Dzire,2018,VXI AMT,Automatic,Petrol,1st Owner,62414,666000
305, Maruti Baleno,2017,ZETA PETROL 1.2,Manual,Petrol,1st Owner,44339,632000
306, Honda City,2015,1.5L I-VTEC SV,Manual,Petrol,2nd Owner,71893,549000
307, Hyundai NEW I20 N LINE,2021,N6 1.0 TURBO GDI IMT,Manual,Petrol,1st Owner,45479,959000
308, Hyundai Elite i20,2017,SPORTZ 1.2,Manual,Petrol,2nd Owner,55563,620000
309, Renault Captur,2019,PLATINE DUAL TONE,Manual,Diesel,1st Owner,47627,996000
310, Tata ALTROZ,2021,XT I-TURBO PETROL,Manual,Petrol,2nd Owner,31750,762000
311, Maruti Alto 800,2017,VXI,Manual,Petrol,1st Owner,78969,310000
312, Tata ALTROZ,2020,XZ PETROL,Manual,Petrol,1st Owner,19244,740000
313, Hyundai Elite i20,2016,SPORTZ 1.2,Manual,Petrol,1st Owner,47875,591000
314, Maruti Alto 800,2015,VXI,Manual,Petrol,2nd Owner,49692,268000
315, Maruti Alto 800,2017,LXI,Manual,Petrol,1st Owner,21247,300000
316, Maruti Swift,2016,ZXI,Manual,Petrol,1st Owner,93785,578000
317, Maruti Ciaz,2022,DELTA 1.5 SHVS MT PETROL,Manual,Petrol,2nd Owner,16727,907000
318, Maruti Swift,2013,VXI,Manual,Petrol,2nd Owner,41378,449000
319, Maruti Celerio,2016,ZXI AMT,Automatic,Petrol,2nd Owner,70895,471000
320, Datsun Redi Go,2018,T(O) 1.0 AMT,Automatic,Petrol,1st Owner,27458,335000
321, Maruti Celerio,2015,VXI,Manual,Petrol,2nd Owner,65528,363000
322, Maruti Baleno,2019,ZETA CVT PETROL 1.2,Automatic,Petrol,1st Owner,32098,761000
323, Hyundai Grand i10,2017,MAGNA AT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,56558,530000
324, Maruti Celerio,2016,ZXI AMT,Automatic,Petrol,1st Owner,18732,508000
325, Honda City,2013,1.5L I-VTEC S MT,Manual,Petrol,3rd Owner,105746,429000
326, Maruti Baleno,2017,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,89581,614000
327, Maruti Alto,2012,LXI,Manual,Petrol,2nd Owner,53338,201000
328, Maruti Baleno,2019,DELTA PETROL 1.2,Manual,Petrol,1st Owner,71305,655000
329, Skoda Rapid,2021,STYLE TSI,Manual,Petrol,2nd Owner,28617,1025000
330, Hyundai i10,2015,SPORTZ 1.1,Manual,Petrol,1st Owner,93593,369000
331, Maruti Swift Dzire,2015,ZXI,Manual,Petrol,1st Owner,52315,601000
332, Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,55812,517000
333, Hyundai Grand i10,2015,ASTA 1.1 CRDI,Manual,Diesel,1st Owner,116516,426000
334, Volkswagen Jetta,2016,COMFORTLINE 1.4 TSI MT,Manual,Petrol,1st Owner,16726,1212000
335, Maruti IGNIS,2017,DELTA 1.2 AMT,Automatic,Petrol,1st Owner,97667,472000
336, Renault Kwid,2020,RXT 0.8,Manual,Petrol,1st Owner,22660,451000
337, Maruti Baleno,2019,ZETA PETROL 1.2,Manual,Petrol,1st Owner,82243,699200
338, Maruti Wagon R 1.0,2014,VXI,Manual,Petrol,2nd Owner,45852,331000
339, Mahindra XUV 3OO,2019,W8 (O) 1.2 PETROL,Manual,Petrol,1st Owner,44442,993000
340, Maruti Baleno,2017,RS 1.0 PETROL,Manual,Petrol,1st Owner,44797,660000
341, Maruti Swift,2016,VXI,Manual,Petrol,1st Owner,108560,492000
342, Maruti Celerio,2018,ZXI,Manual,Petrol,1st Owner,59028,455000
343, Hyundai i10,2010,SPORTZ 1.2,Manual,Petrol,2nd Owner,83462,273000
344, Maruti Wagon R 1.0,2016,VXI OPT,Manual,Petrol,1st Owner,66754,427000
345, Hyundai Elite i20,2018,SPORTZ 1.2,Manual,Petrol,1st Owner,44646,691000
346, Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,26678,515000
347, Maruti Celerio X,2019,ZXI,Manual,Petrol,1st Owner,44363,529000
348, Tata Tiago,2019,XZ PLUS DUAL TONE PETROL,Manual,Petrol,1st Owner,30627,562000
349, Hyundai Eon,2014,D-LITE+,Manual,Petrol,2nd Owner,64538,266000
350, Nissan MAGNITE,2022,XV PREMIUM TURBO,Manual,Petrol,1st Owner,13918,929000
351, Honda Brio,2014,S MT,Manual,Petrol,2nd Owner,50670,389000
352, Maruti Baleno,2016,ZETA PETROL 1.2,Manual,Petrol,2nd Owner,78911,590000
353, Maruti Alto K10,2014,VXI,Manual,Petrol,2nd Owner,70435,277000
354, Maruti Alto,2019,VXI,Manual,Petrol,2nd Owner,16903,340000
355, Maruti Alto K10,2013,VXI,Manual,Petrol,2nd Owner,62437,228600
356, KIA SELTOS,2020,GTX PLUS DCT 1.4 PETROL,Automatic,Petrol,1st Owner,63008,1670000
357, Ford Ecosport,2019,TITANIUM + 1.5L DIESEL,Manual,Diesel,1st Owner,108632,887000
358, Hyundai Elite i20,2016,SPORTZ 1.2,Manual,Petrol,2nd Owner,61060,591000
359, Renault Kwid,2019,RXT 1.0 EASY-R AT OPTION,Automatic,Petrol,2nd Owner,51237,431000
360, Maruti Swift,2014,VXI,Manual,Petrol,3rd Owner,87966,463000
361, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,2nd Owner,66445,364000
362, Honda City,2013,1.5L I-VTEC E MT,Manual,Petrol,2nd Owner,94287,456000
363, Maruti Dzire,2017,ZDI AMT,Automatic,Diesel,1st Owner,53873,743000
364, Hyundai Elite i20,2017,ASTA 1.2,Manual,Petrol,1st Owner,80030,618000
365, Maruti Celerio,2016,VXI AMT,Automatic,Petrol,1st Owner,61337,419000
366, Hyundai Elite i20,2016,SPORTZ 1.2,Manual,Petrol,2nd Owner,56346,588000
367, Hyundai i10,2012,MAGNA 1.2,Manual,Petrol,2nd Owner,49043,327000
368, Maruti Celerio,2016,ZXI AMT,Automatic,Petrol,1st Owner,27088,477000
369, Hyundai Elite i20,2017,ASTA 1.2 DUAL TONE,Manual,Petrol,2nd Owner,72793,622000
370, Maruti Alto 800,2018,LXI O,Manual,Petrol,1st Owner,21129,333000
371, Honda Brio,2012,S MT,Manual,Petrol,3rd Owner,69408,332000
372, Maruti Ciaz,2017,DELTA 1.4 AT PETROL,Automatic,Petrol,2nd Owner,70424,671000
373, Maruti Ciaz,2018,ZETA AT 1.5  SHVS PETROL,Automatic,Petrol,1st Owner,33914,830000
374, Renault Kwid,2020,RXT 1.0 (O),Manual,Petrol,1st Owner,60894,423000
375, Maruti Dzire,2017,ZXI PLUS AMT,Automatic,Petrol,1st Owner,62535,667000
376, Renault Kwid,2018,RXT 1.0 EASY-R  AT,Automatic,Petrol,1st Owner,97709,406000
377, Maruti Celerio,2016,ZXI AMT,Automatic,Petrol,2nd Owner,68512,430000
378, Maruti Swift,2013,VXI,Manual,Petrol,2nd Owner,72150,433000
379, Hyundai Creta,2017,SX PLUS AT 1.6 PETROL,Automatic,Petrol,2nd Owner,63242,1011000
380, Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,40235,508000
381, Tata Tiago,2021,XT PETROL,Manual,Petrol,1st Owner,20282,613000
382, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,1st Owner,90374,582000
383, Hyundai NEW I20,2021,Asta 1.0 GDI Turbo IMT,Manual,Petrol,1st Owner,19168,967000
384, Maruti Dzire,2019,ZXI AMT,Automatic,Petrol,1st Owner,54123,743000
385, Maruti Swift,2016,VXI,Manual,Petrol,1st Owner,62648,501000
386, Maruti IGNIS,2018,ALPHA 1.2 DUAL TONE,Manual,Petrol,1st Owner,97644,577000
387, Tata Tiago,2018,XZ PETROL,Manual,Petrol,2nd Owner,93407,479000
388, Maruti Swift,2021,VXI,Manual,Petrol,1st Owner,21219,725000
389, Tata Tiago,2020,XZA+ DUAL TONE 1.2RTN,Automatic,Petrol,2nd Owner,68413,674000
390, Tata ALTROZ,2020,XZ PETROL,Manual,Petrol,2nd Owner,41382,736000
391, Ford Ecosport,2018,TITANIUM 1.5L PETROL,Manual,Petrol,1st Owner,20858,829000
392, Datsun Redi Go,2019,S,Manual,Petrol,2nd Owner,58547,351000
393, Hyundai Grand i10,2018,ASTA U2 1.2 CRDI,Manual,Diesel,1st Owner,98455,578000
394, Maruti Baleno,2020,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,46825,810000
395, Maruti Swift,2013,VXI,Manual,Petrol,1st Owner,50824,455000
396, Maruti Dzire,2018,VXI AMT,Automatic,Petrol,1st Owner,39461,720000
397, Hyundai NEW SANTRO,2021,ASTA MT,Manual,Petrol,1st Owner,15171,570000
398, Maruti Ritz,2014,ZXI,Manual,Petrol,2nd Owner,75773,372000
399, Maruti Ciaz,2022,DELTA 1.5 SHVS MT PETROL,Manual,Petrol,1st Owner,15992,893000
400, Maruti Swift,2013,VXI,Manual,Petrol,2nd Owner,71115,432000
401, Maruti S PRESSO,2022,VXI+,Manual,Petrol,2nd Owner,9939,537000
402, Hyundai GRAND I10 NIOS,2021,ASTA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,38939,758000
403, Renault Kwid,2019,RXT 1.0 (O),Manual,Petrol,1st Owner,37634,405000
404, Hyundai Grand i10,2015,ASTA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,60817,465000
405, Hyundai Creta,2017,1.6 CRDI SX PLUS AUTO,Automatic,Diesel,1st Owner,99215,1130000
406, Maruti Celerio,2016,VXI AMT,Automatic,Petrol,2nd Owner,72575,410000
407, Maruti Alto 800,2015,LXI,Manual,Petrol,1st Owner,73944,266000
408, Hyundai NEW SANTRO,2019,SPORTZ AMT,Automatic,Petrol,2nd Owner,29200,535000
409, Honda City,2021,V CVT,Automatic,Petrol,1st Owner,64402,1131000
410, Maruti Swift,2017,VXI,Manual,Petrol,1st Owner,52858,565000
411, Hyundai Elite i20,2018,SPORTZ 1.2,Manual,Petrol,1st Owner,55943,677000
412, Tata NEXON,2018,XZA + 1.2 PETROL A/T,Automatic,Petrol,2nd Owner,35226,828000
413, Honda Amaze,2017,1.2L I-VTEC VX,Manual,Petrol,1st Owner,56242,590000
414, Tata TIGOR,2021,XZ PLUS PETROL,Manual,Petrol,1st Owner,70380,727000
415, Maruti Swift,2016,ZXI,Manual,Petrol,1st Owner,58671,608000
416, Tata Tiago,2019,XZ PLUS PETROL,Manual,Petrol,1st Owner,69049,559000
417, Honda City,2012,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,89619,442000
418, Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,Petrol,2nd Owner,23568,740000
419, Maruti Swift,2016,VXI,Manual,Petrol,1st Owner,63313,525000
420, Maruti Alto 800,2018,LXI,Manual,Petrol,1st Owner,45076,305000
421, Hyundai Elite i20,2016,SPORTZ 1.2,Manual,Petrol,2nd Owner,89224,567000
422, Hyundai i10,2013,SPORTZ 1.2,Manual,Petrol,1st Owner,111198,327000
423, Hyundai Grand i10,2018,SPORTZ AT 1.2 KAPPA VTVT,Automatic,Petrol,2nd Owner,52704,592000
424, Maruti Alto,2019,VXI,Manual,Petrol,1st Owner,76685,360000
425, Hyundai NEW SANTRO,2018,SPORTZ AMT,Automatic,Petrol,2nd Owner,84759,532000
426, Maruti Alto K10,2014,VXI,Manual,Petrol,2nd Owner,53179,282000
427, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,92195,311000
428, Tata NEXON,2021,XZ PLUS PETROL,Manual,Petrol,1st Owner,33090,1006000
429, Maruti Dzire,2017,ZXI AMT,Automatic,Petrol,1st Owner,59411,705000
430, Hyundai Grand i10,2019,MAGNA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,24337,531000
431, Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,39125,543000
432, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,1st Owner,73202,630000
433, Tata Tiago,2020,XZA PETROL,Automatic,Petrol,1st Owner,66731,614000
434, Maruti Baleno,2018,ALPHA CVT PETROL 1.2,Automatic,Petrol,2nd Owner,59512,712000
435, Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,Petrol,2nd Owner,91609,710000
436, Skoda Rapid,2018,STYLE 1.6 MPI,Manual,Petrol,1st Owner,68756,806000
437, Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,22025,524000
438, Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,39595,527000
439, Maruti Dzire,2018,ZXI PLUS AMT,Automatic,Petrol,1st Owner,78566,691000
440, Maruti IGNIS,2018,DELTA 1.2,Manual,Petrol,1st Owner,20034,528000
441, Maruti Baleno,2018,ALPHA CVT PETROL 1.2,Automatic,Petrol,2nd Owner,73224,743000
442, Tata Tiago,2018,XZA PETROL,Automatic,Petrol,1st Owner,88923,513000
443, Maruti Wagon R 1.0,2014,LXI,Manual,Petrol,1st Owner,70510,334000
444, Maruti Alto 800,2017,VXI,Manual,Petrol,1st Owner,36200,338000
445, Hyundai Elite i20,2017,SPORTZ 1.2,Manual,Petrol,1st Owner,56416,632000
446, Maruti Baleno,2016,ALPHA PETROL 1.2,Manual,Petrol,2nd Owner,105224,594000
447, Tata Tiago,2018,XZA PETROL,Automatic,Petrol,1st Owner,86346,515000
448, Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,39206,495000
449, Renault Kwid,2021,RXT 1.0 (O),Manual,Petrol,1st Owner,26494,493000
450, Maruti S PRESSO,2019,VXI PLUS AMT,Automatic,Petrol,1st Owner,77415,469000
451, Hyundai i10,2013,MAGNA 1.2,Manual,Petrol,1st Owner,82113,331000
452, Renault TRIBER,2021,RXZ AMT DUAL TONE,Automatic,Petrol,1st Owner,35023,812000
453, Maruti Swift,2017,VDI (O),Manual,Diesel,1st Owner,96391,589000
454, Hyundai Grand i10,2016,ASTA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,45741,524000
455, Honda Jazz,2018,1.5L I-DTEC V,Manual,Diesel,2nd Owner,102256,624000
456, Maruti Baleno,2018,ALPHA CVT PETROL 1.2,Automatic,Petrol,1st Owner,89242,698000
457, Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,28467,497000
458, Hyundai NEW SANTRO,2018,SPORTZ MT,Manual,Petrol,1st Owner,20266,552000
459, Maruti Swift,2012,VXI,Manual,Petrol,2nd Owner,66945,401000
460, Maruti Swift,2018,VXI AMT,Automatic,Petrol,1st Owner,84143,616000
461, Honda Brio,2014,S MT,Manual,Petrol,2nd Owner,47784,413000
462, Maruti Alto,2019,VXI,Manual,Petrol,1st Owner,32607,364000
463, Toyota Glanza,2019,V,Manual,Petrol,1st Owner,90148,715000
464, Maruti Swift,2018,VXI,Manual,Petrol,1st Owner,80955,619000
465, Maruti Baleno,2017,DELTA PETROL 1.2,Manual,Petrol,1st Owner,71974,570000
466, Maruti Baleno,2018,ZETA PETROL 1.2,Manual,Petrol,1st Owner,59126,697000
467, Maruti Alto K10,2013,VXI,Manual,Petrol,1st Owner,92370,236000
468, Maruti Wagon R 1.0,2012,LXI,Manual,Petrol,2nd Owner,42217,325000
469, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,2nd Owner,59730,318000
470, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,89791,320000
471, Tata TIGOR,2021,XMA PETROL,Automatic,Petrol,2nd Owner,23916,706000
472, Hyundai Elite i20,2016,SPORTZ 1.2,Manual,Petrol,1st Owner,55766,596000
473, Maruti Dzire,2018,VXI AMT,Automatic,Petrol,1st Owner,54737,686000
474, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,1st Owner,71779,659000
475, Maruti Alto 800,2017,VXI,Manual,Petrol,1st Owner,54791,318000
476, Hyundai GRAND I10 NIOS,2021,MAGNA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,33798,636000
477, Datsun Redi Go,2020,T(O) 1.0 AMT,Automatic,Petrol,1st Owner,5368,491000
478, Maruti Swift,2017,VXI O,Manual,Petrol,1st Owner,66501,570000
479, Maruti Baleno,2019,ZETA PETROL 1.2,Manual,Petrol,1st Owner,35545,750000
480, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,91405,311000
481, Maruti Baleno,2017,ZETA PETROL 1.2,Manual,Petrol,1st Owner,78031,658000
482, Tata Tiago,2021,XZA PLUS DUAL TONE PETROL,Automatic,Petrol,2nd Owner,15606,780000
483, Honda City,2012,1.5L I-VTEC E MT,Manual,Petrol,3rd Owner,88471,429000
484, Hyundai i10,2013,MAGNA 1.1,Manual,Petrol,2nd Owner,57078,348000
485, Maruti IGNIS,2018,ALPHA 1.2 AMT DUAL TONE,Automatic,Petrol,1st Owner,79151,590000
486, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,2nd Owner,67993,374000
487, Hyundai Grand i10,2018,SPORTZ U2 1.2 CRDI,Manual,Diesel,1st Owner,88479,532000
488, Tata Tiago,2018,XZA PETROL,Automatic,Petrol,1st Owner,97982,516000
489, Hyundai Grand i10,2018,ASTA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,56129,549000
490, Maruti Swift,2019,VXI AMT,Automatic,Petrol,1st Owner,31286,688000
491, Tata Tiago,2021,XT PETROL,Manual,Petrol,1st Owner,21314,610000
492, Honda Brio,2014,S MT,Manual,Petrol,1st Owner,64736,377000
493, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,2nd Owner,72393,353000
494, Maruti Baleno,2017,ZETA PETROL 1.2,Manual,Petrol,2nd Owner,74538,648000
495, Renault Duster,2020,RXE 1.3 TURBO PETROL MT,Manual,Petrol,1st Owner,30241,958000
496, Skoda Rapid,2017,1.5 TDI MT STYLE,Manual,Diesel,2nd Owner,81362,825000
497, Ford Ecosport,2019,TITANIUM 1.5L PETROL,Manual,Petrol,1st Owner,81462,834000
498, Maruti Baleno,2020,ALPHA CVT PETROL 1.2,Automatic,Petrol,1st Owner,48580,848000
499, Maruti Ciaz,2017,ZXI+ AT,Automatic,Petrol,1st Owner,56059,700000
500, Maruti Baleno,2017,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,96822,626000
501, Maruti Ciaz,2021,ALPHA 1.5 SHVS PETROL,Manual,Petrol,1st Owner,31638,895000
502, Maruti Baleno,2019,DELTA PETROL 1.2,Manual,Petrol,1st Owner,71110,666000
503, Maruti Swift,2018,ZXI AMT,Automatic,Petrol,1st Owner,45911,693000
504, Maruti IGNIS,2017,ZETA 1.3 AMT DUAL TONE,Automatic,Diesel,2nd Owner,98700,561000
505, Hyundai NEW SANTRO,2021,ASTA MT,Manual,Petrol,2nd Owner,20837,562000
506, Tata ALTROZ,2021,XT PETROL,Manual,Petrol,1st Owner,14741,742000
507, Hyundai NEW SANTRO,2020,SPORTZ AMT,Automatic,Petrol,1st Owner,32069,570000
508, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,1st Owner,54708,648000
509, Maruti Wagon R 1.0,2017,VXI,Manual,Petrol,1st Owner,83596,410000
510, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,62438,323000
511, Maruti Alto 800,2014,LXI,Manual,Petrol,2nd Owner,31933,264000
512, Maruti IGNIS,2018,DELTA 1.2,Manual,Petrol,2nd Owner,54907,479000
513, Maruti Dzire,2018,ZDI PLUS AMT,Automatic,Diesel,1st Owner,88900,806000
514, Maruti IGNIS,2020,ZETA 1.2 AMT,Automatic,Petrol,1st Owner,23325,701000
515, Ford Ecosport,2018,TITANIUM 1.5L PETROL,Manual,Petrol,1st Owner,58559,782000
516, Ford Ecosport,2018,TITANIUM 1.5L DIESEL,Manual,Diesel,1st Owner,90114,772000
517, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,64628,359000
518, Maruti Baleno,2018,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,68101,651000
519, Datsun Redi Go,2020,T (O),Manual,Petrol,2nd Owner,19205,409000
520, Maruti Alto 800,2017,VXI,Manual,Petrol,1st Owner,58647,312000
521, Datsun Redi Go,2021,1.0 T(O),Manual,Petrol,1st Owner,18569,458000
522, Maruti Alto 800,2017,VXI,Manual,Petrol,2nd Owner,83771,316000
523, Maruti Alto,2019,LXI,Manual,Petrol,2nd Owner,56443,373000
524, Hyundai NEW SANTRO,2019,ASTA MT,Manual,Petrol,2nd Owner,24978,522000
525, Maruti S PRESSO,2019,VXI (O),Manual,Petrol,1st Owner,76003,418400
526, Honda Brio,2013,V MT,Manual,Petrol,1st Owner,39452,380000
527, Maruti S PRESSO,2022,VXI+,Manual,Petrol,1st Owner,14213,553000
528, Maruti Celerio,2017,ZXI (O),Manual,Petrol,1st Owner,73777,442000
529, Maruti IGNIS,2018,DELTA 1.2,Manual,Petrol,1st Owner,96540,452000
530, Maruti IGNIS,2019,DELTA 1.2,Manual,Petrol,2nd Owner,51278,516000
531, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,1st Owner,89218,361000
532, Hyundai i10,2012,ERA 1.1,Manual,Petrol,2nd Owner,74754,306000
533, Hyundai NEW SANTRO,2019,SPORTZ AMT,Automatic,Petrol,1st Owner,39881,542000
534, Hyundai i10,2013,MAGNA 1.2,Manual,Petrol,1st Owner,72473,314000
535, Tata NEXON,2018,XZA PLUS PETROL,Automatic,Petrol,1st Owner,84821,805000
536, Maruti IGNIS,2018,DELTA 1.2,Manual,Petrol,2nd Owner,39817,502000
537, Maruti Alto,2021,VXI PLUS,Manual,Petrol,1st Owner,22264,437000
538, Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,44390,521000
539, Ford Ecosport,2017,TREND 1.5L PETROL,Manual,Petrol,1st Owner,66159,697000
540, Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,46703,507000
541, Maruti Swift,2018,VXI AMT,Automatic,Petrol,1st Owner,49009,640000
542, Maruti Swift,2016,VXI,Manual,Petrol,2nd Owner,64685,504000
543, Hyundai NEW SANTRO,2020,SPORTZ AMT,Automatic,Petrol,1st Owner,35505,571000
544, Honda City,2015,1.5L I-VTEC V MT,Manual,Petrol,3rd Owner,101176,573000
545, Hyundai Elite i20,2017,SPORTZ 1.2,Manual,Petrol,1st Owner,49229,619000
546, Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,82163,527000
547, Maruti Alto,2020,LXI,Manual,Petrol,1st Owner,44790,371000
548, Maruti Alto,2019,LXI,Manual,Petrol,1st Owner,53976,338000
549, Hyundai NEW SANTRO,2020,SPORTZ AMT,Automatic,Petrol,1st Owner,26563,574000
550, Maruti Ciaz,2022,DELTA 1.5 SHVS MT PETROL,Manual,Petrol,1st Owner,17513,935000
551, Maruti Dzire,2017,ZDI AMT,Automatic,Diesel,1st Owner,64700,772000
552, Honda Jazz,2021,1.2L I-VTEC ZX,Manual,Petrol,1st Owner,42674,863000
553, Hyundai Grand i10,2017,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,Petrol,2nd Owner,62750,566000
554, Hyundai NEW SANTRO,2020,SPORTZ AMT,Automatic,Petrol,2nd Owner,40817,551000
555, Hyundai NEW SANTRO,2019,SPORTZ MT,Manual,Petrol,1st Owner,24197,530000
556, Maruti Alto,2021,VXI PLUS,Manual,Petrol,1st Owner,30730,412000
557, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,1st Owner,41085,678000
558, Maruti IGNIS,2017,ZETA 1.3 AMT DUAL TONE,Automatic,Diesel,2nd Owner,81135,589000
559, Honda City,2014,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,124781,529000
560, Honda City,2015,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,85871,585000
561, Maruti Wagon R 1.0,2013,LXI,Manual,Petrol,1st Owner,61132,314000
562, Maruti Wagon R 1.0,2012,VXI,Manual,Petrol,1st Owner,47763,314400
563, Hyundai NEW SANTRO,2020,ASTA AMT,Automatic,Petrol,1st Owner,29026,614000
564, Honda Jazz,2016,1.2L I-VTEC V AT,Automatic,Petrol,2nd Owner,54083,618000
565, Maruti S PRESSO,2019,VXI (O),Manual,Petrol,1st Owner,99003,417000
566, Maruti Baleno,2017,ZETA PETROL 1.2,Manual,Petrol,3rd Owner,101863,599000
567, Maruti Alto 800,2016,LXI O,Manual,Petrol,1st Owner,27136,334000
568, Hyundai NEW SANTRO,2019,SPORTZ AMT,Automatic,Petrol,1st Owner,38264,535000
569, Maruti Baleno,2018,ALPHA CVT PETROL 1.2,Automatic,Petrol,2nd Owner,65044,719000
570, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,77285,331000
571, Hyundai Grand i10,2013,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,67372,428000
572, Hyundai Grand i10,2016,ASTA (O) AT 1.2 KAPPA VTVT,Automatic,Petrol,2nd Owner,104436,511000
573, Skoda Rapid,2016,STYLE 1.5 TDI,Manual,Diesel,1st Owner,100615,772000
574, Maruti Wagon R 1.0,2016,VXI,Manual,Petrol,1st Owner,54635,410000
575, Renault Kwid,2016,RXT 0.8,Manual,Petrol,2nd Owner,80786,241000
576, Volkswagen Ameo,2017,COMFORTLINE 1.5L,Manual,Diesel,2nd Owner,79877,493000
577, Volkswagen Polo,2016,HIGHLINE1.2L,Manual,Petrol,2nd Owner,80912,497000
578, Volkswagen Vento,2013,COMFORTLINE DIESEL 1.6,Manual,Diesel,2nd Owner,110807,383000
579, Toyota Etios,2012,GD,Manual,Diesel,1st Owner,60269,412000
580, Honda City,2010,1.5L I-VTEC S MT,Manual,Petrol,1st Owner,79980,312000
581, Honda WR-V,2019,1.5L I-DTEC VX MT,Manual,Diesel,2nd Owner,45978,750000
582, Maruti Dzire,2017,ZXI,Manual,Petrol,1st Owner,54855,604000
583, Volkswagen Polo,2018,COMFORTLINE 1.0L MPI,Manual,Petrol,2nd Owner,32406,573000
584, Renault Kwid,2017,RXT 1.0,Manual,Petrol,1st Owner,65192,305000
585, Renault Kwid,2016,RXT 0.8 (O),Manual,Petrol,2nd Owner,42203,298000
586, Maruti Dzire,2017,ZXI PLUS,Manual,Petrol,2nd Owner,90013,590000
587, Maruti New Wagon-R,2020,LXI CNG 1.0,Manual,nerCNG,1st Owner,"64,584",570000
588, Maruti Swift Dzire,2012,VDI,Manual,Diesel,1st Owner,99334,407000
589, Maruti Dzire,2018,ZXI,Manual,Petrol,1st Owner,33444,660000
590, Maruti Swift Dzire,2013,VDI,Manual,Diesel,1st Owner,99860,435000
591, Maruti Ritz,2011,VXI,Manual,Petrol,2nd Owner,65518,269000
592, Mahindra TUV300,2017,T8,Manual,Diesel,2nd Owner,30866,713000
593, Hyundai Santro Xing,2010,GL,Manual,Petrol,1st Owner,81753,178000
594, Maruti Alto,2010,LXI,Manual,Petrol,1st Owner,55024,178000
